target_address,target_exgraph_node_id,activity_tier,traj_cluster,net_cov,stratum,evt_cnt_90d
0x45a73c68100b1fd47a7f605f18eaf68020ab5b8a,735151,low,0,no_mm,low|0|no_mm,5
0x1c4760b194121fb8068bba9e90466eafd98931fc,244265,low,0,no_mm,low|0|no_mm,8
0x9d34d926625625628fb06816bd7bcea4f690c750,634398,low,0,no_mm,low|0|no_mm,7
0xeed7e239d23dbdf0b65aa2be336b4d6fa61a1630,1335166,low,0,no_mm,low|0|no_mm,5
0x8db105d59e3dccf2f0da639667113649fe059a1d,1240877,low,0,no_mm,low|0|no_mm,13
0xdbede6f340e90122ce86abd96dc3cc9fa95d6a6f,1304002,low,0,no_mm,low|0|no_mm,11
0x2eb88e6c56dc9889c338f31bcf93b316f9d498f8,52288,low,0,no_mm,low|0|no_mm,12
0x88d7a1000b1f9a096e54a91b7b798a61fd9a821a,1373172,low,0,no_mm,low|0|no_mm,4
0x152be8e897753bf82546ff6394044839f74e388b,83354,low,0,no_mm,low|0|no_mm,12
0x2a60b48c2e4b1b902457a659d02cc637ec4f331b,742340,low,0,no_mm,low|0|no_mm,11
0x801dbedbb7202137070a92fb649420e2a80effd4,593565,low,0,no_mm,low|0|no_mm,5
0x807f7e7f698bec5ee077de556eb064dc7edb5386,203242,low,0,no_mm,low|0|no_mm,12
0x1b3e35a29c9ffd4aa19dfbbf6cbf70abe7973629,203952,low,0,no_mm,low|0|no_mm,10
0x7d05c38874a2375ab616e0c5e85b6b7ceaff512a,1339293,low,0,no_mm,low|0|no_mm,4
0xe7867738cca69bfe51876c04aad6a97ec2fc17b3,56118,low,0,no_mm,low|0|no_mm,3
0x791f7b199b90bd7851a841d7c5c698cd086fc146,597987,low,0,no_mm,low|0|no_mm,7
0x7e50b9c9ca9d56df8150f5ab8158ceac6f567b12,127632,low,0,no_mm,low|0|no_mm,4
0x58fb44d6d768997d2b94c07002f1fb0c3dcfc3a3,1228950,low,1,mm,low|1|mm,12
0xa8cf1a270f9757ca397e50bf9ea7631154f9975b,1314345,low,1,mm,low|1|mm,8
0x216ef3053825a87c81591ed7eb26086ee512b68b,821617,low,1,no_mm,low|1|no_mm,12
0x30a3d0f97e3396c67a4eceb18a597125dd2e4790,1246782,low,1,no_mm,low|1|no_mm,10
0xdb58956abe007e1374fff63eaec10e04d051fde5,98547,low,1,no_mm,low|1|no_mm,13
0xf7a30f26b53dd611eeec64eff76c8fc3a8627730,1298275,low,1,no_mm,low|1|no_mm,9
0x7e50034da57fbe2acf48af099cdc490576ca2652,1276832,low,2,mm,low|2|mm,9
0xb8d4cb9823209ebabd361ab028937b70929a530f,320126,low,2,mm,low|2|mm,13
0xb37b23ec836d7a92db75a9f0ccd634202bb77805,253040,low,2,mm,low|2|mm,14
0x60a03b8b86e40cb6f03510abe213ccf78a5c5e82,392182,low,2,no_mm,low|2|no_mm,10
0x308c3601525200a9e2173b467f82c22e20e949f4,1305362,low,2,no_mm,low|2|no_mm,8
0xd08478924e83bd1efbf1ac89b3843d25ae332938,368113,low,2,no_mm,low|2|no_mm,11
0xb62cba6e1d191744e5b4cd2eee0e26795d5632b1,1244422,low,2,no_mm,low|2|no_mm,6
0xa15cee6667054f7ce834c7e5d2a06dba4454a227,528320,low,2,no_mm,low|2|no_mm,9
0x61e9fa4eac7098102bfa98ee65670d9bf5d194e0,1260888,low,3,mm,low|3|mm,1
0xd12b6154d7babca3ef1d855cc22abc479aadd46e,1342849,low,3,mm,low|3|mm,1
0xb4acab4cc728b35b0af212b7371704445957eab1,1182457,low,3,mm,low|3|mm,8
0x004c1e5be68337c33deff01e23de067c234bf874,318644,low,3,mm,low|3|mm,7
0xf1afe110bd41d04e338cc9fc787820bc9e02bd36,159021,low,3,mm,low|3|mm,6
0xd3fdf83d14155d3b2204ca31705e29dddab632eb,1282442,low,3,mm,low|3|mm,1
0xe2f84b161674d85ea8c7b1d5dd4d41cb691f1f74,200763,low,3,mm,low|3|mm,13
0xc7ca53202437bcbe36eacf8d3a9c88d1062ac216,331528,low,3,no_mm,low|3|no_mm,1
0xbf190ad345879e84c794adbfc6c7a737d8d4856b,856772,low,3,no_mm,low|3|no_mm,2
0xc28c24494c41ff71cd183f565e3efe2e0cf96354,1293777,low,3,no_mm,low|3|no_mm,4
0x3b3cb48e2cd29852e524bb32ac4bfe1a49c9b892,317396,low,3,no_mm,low|3|no_mm,3
0x91a8a03a98b73aabf30bdfc5d5bf7774e2fb853a,310053,low,3,no_mm,low|3|no_mm,2
0xa71d8668610809b9b432c1f574dad5cd95e31f4c,320453,low,3,no_mm,low|3|no_mm,2
0xd2df3eda1c5146c4d94ef020d539dfd60005bded,920215,low,3,no_mm,low|3|no_mm,1
0xf0a65df2c868db73c7e8aaa5fb87c51d371cc8d7,642438,low,3,no_mm,low|3|no_mm,3
0x55766c390c66c3076ef36565bcdf47a5ad9d2d6b,1339665,low,3,no_mm,low|3|no_mm,1
0xc5196949a140f576874fbdb3a418bbb1b5ba2dc6,494575,low,3,no_mm,low|3|no_mm,1
0xe5848f5dd7db342a109b065beb4e901a1b277197,315779,low,3,no_mm,low|3|no_mm,1
0x989df9cf411f9f97f65153028b81b8d769d68bc4,1292974,low,3,no_mm,low|3|no_mm,1
0xac3110b0c39b382ddfb324200fc58eac91bad0fb,1329808,low,3,no_mm,low|3|no_mm,1
0x8f6ad87119ae729dededa42f32c842f3c0103ec1,531254,low,3,no_mm,low|3|no_mm,1
0xc48cee869ead460594d212b48b0f9e8291901f10,1476741,low,3,no_mm,low|3|no_mm,8
0xc1929d394e8e309b7cf50b2e96c3126392c0f0b6,1284983,low,3,no_mm,low|3|no_mm,1
0xdc5ea455cfa11c9b9c0d6c161fb217388c038ca1,1304285,low,3,no_mm,low|3|no_mm,1
0x8ea2e589d1c37c850912d9e36ae103206d440427,1031647,low,3,no_mm,low|3|no_mm,1
0x9ecc1ab61c18b38eeb817c75e403dcebcbb82811,1204935,low,4,mm,low|4|mm,6
0xdfb57b7b2f7cf98536fa9bbc74814d2cb9930678,49487,low,4,mm,low|4|mm,2
0x987aab2e64db6eb26bd591abdc9746fd44016267,318457,low,4,mm,low|4|mm,10
0xb4e33099ab15664f12bebf4e8db015e77865e748,190517,low,4,no_mm,low|4|no_mm,4
0xb2e29515101eaa4c1d9c3ea18e5e649c6d98729d,451320,low,4,no_mm,low|4|no_mm,2
0x2a40d3e363b07f9cf4cd1b85c1fbbfc06a663423,899911,low,4,no_mm,low|4|no_mm,2
0x823136a65cebfb564b5b7f36b5e5af2f35a1e0e5,206221,low,4,no_mm,low|4|no_mm,4
0x6b7db60f53ac1a3ebc1f349dd8ef94ddc2250f1e,1274386,low,4,no_mm,low|4|no_mm,2
0x065fcbfd801caf92afcab4a32f8dffbc5ea20e6f,1271207,low,4,no_mm,low|4|no_mm,2
0x52d6de58ea53a6330009e789d4036eb6c4b2d748,70318,low,4,no_mm,low|4|no_mm,4
0xc1ff5f247d5fb7bf827270da7ff8015f79ffea90,30322,low,4,no_mm,low|4|no_mm,2
0x77de3571ae3539a76aff4197fbd6a51f24558b59,204467,low,4,no_mm,low|4|no_mm,2
0x68360bc9244fefdb8eb5f670f01afaab2680632a,317582,mid,0,mm,mid|0|mm,22
0x0fca7633eb302aea83b719153b5ce2a7a1d87449,321709,mid,0,mm,mid|0|mm,18
0x308a2c2b0dad9a54ff1ced525933f7cb3b0f4006,738022,mid,0,mm,mid|0|mm,24
0xfde51f0791ea5a343013a5277ba33ae9c5aa7726,120700,mid,0,mm,mid|0|mm,24
0xaac82d82e6b86ccb4414edd67d35006ced3e2ea3,169500,mid,0,mm,mid|0|mm,18
0x19c99c068b4b3292c819429da4550a2e36f9f943,179248,mid,0,mm,mid|0|mm,27
0x155a0e449e8c9266640d80a685ad7809a1c467c9,159972,mid,0,mm,mid|0|mm,24
0x7aa69b5ee49c4d3170e037960ca6c83f61241395,267043,mid,0,no_mm,mid|0|no_mm,18
0x253fe65f567f0b565098db2900c427049c0f9939,252500,mid,0,no_mm,mid|0|no_mm,20
0x25cf9cbc91b2d1aa9494026c356a5278d2bcb8e6,171344,mid,0,no_mm,mid|0|no_mm,19
0xba96ef1b0ff48d4c81a46b4b113b559a7111d343,305981,mid,0,no_mm,mid|0|no_mm,18
0x376d7dc7797b6293f2549e7f1685ffd309946317,305565,mid,0,no_mm,mid|0|no_mm,19
0xbc38e0d895456f78a315d0221f9e44f83c541327,520686,mid,0,no_mm,mid|0|no_mm,19
0x892740aacf56cb6d5f8e0ff1e6ef253444736af9,580666,mid,0,no_mm,mid|0|no_mm,17
0xb19de9a78212563357649e19e51360186125b038,350196,mid,0,no_mm,mid|0|no_mm,17
0xedd3242f334a06a17598149f28c4255be17784a4,234966,mid,0,no_mm,mid|0|no_mm,19
0x0b60ee21352f526853c48f5aa417cccc26915c02,806009,mid,0,no_mm,mid|0|no_mm,18
0xaf8b728ec26810a9ee9467cd1cfef520e9c386d5,271104,mid,0,no_mm,mid|0|no_mm,22
0xfaa2384b5a304d123442f534dae165fad3abd48c,466468,mid,0,no_mm,mid|0|no_mm,22
0x2b5ab74323d36316765c3f6026a74703f3de3cf4,318754,mid,1,mm,mid|1|mm,18
0x9e801cc575312ec75b9ee1d883cf0013fa5d7e16,321157,mid,1,mm,mid|1|mm,25
0x15334ae69ca92896e1e52d4a1256a3b9e44b03bf,37900,mid,1,mm,mid|1|mm,74
0x75c49ba4932a07f7a438f72e150c18b457407bf3,1300604,mid,1,mm,mid|1|mm,49
0x19deb6945046e55c18d3c4861d1e0a694a14963a,460997,mid,1,no_mm,mid|1|no_mm,25
0x7cd6ed02d33e16295227823c65d539e1b1e8f661,467935,mid,1,no_mm,mid|1|no_mm,19
0x73bcfeb5e230cadb63395b3cc48cca2cd5c9908b,1245438,mid,1,no_mm,mid|1|no_mm,55
0x7aaa5eca9b4f98874cce255950feb842ddec9c65,736801,mid,1,no_mm,mid|1|no_mm,21
0xdb569e561e9428021319bde7c9cce31755f711db,152273,mid,2,mm,mid|2|mm,19
0x9029638e949a3e7eab1ec54cb9323afd06ef81c3,54573,mid,2,mm,mid|2|mm,56
0x9cd72195423ed15ab6a1b1cf6a5a93bea7049c40,407454,mid,2,mm,mid|2|mm,35
0xfea429e517e70e1ec38238001289a6880a2ab7b2,325910,mid,2,mm,mid|2|mm,60
0xebb3ca189310aa936201c0737c335bcae70c8695,203595,mid,2,mm,mid|2|mm,81
0x2e055fd768d6e9fa95e4a4ff18f40607d0cb6cb1,464846,mid,2,mm,mid|2|mm,70
0x8dc7c8c3a19387eaf02b862c65525ad020aa03ee,320193,mid,2,mm,mid|2|mm,26
0x5ba31b0653642c9aa2379d6a67bc452b2dccabe4,1042239,mid,2,mm,mid|2|mm,71
0xfc901ab64061ce263f75f88efc6b5e4adcdeca89,291451,mid,2,mm,mid|2|mm,61
0x826fad1661781ca75f4a8caaac7f1ddfe75460f8,166701,mid,2,mm,mid|2|mm,60
0x9021c44e36f9994dd860d223c4306300b4655da5,312743,mid,2,mm,mid|2|mm,82
0xa1035aa2e4750a6482db805321824815c73b22b7,95974,mid,2,mm,mid|2|mm,78
0xf1dbf521f6cc7c8edc61f24e0d85e1483814b2e1,63021,mid,2,mm,mid|2|mm,57
0x1cb1acfc2da19e35602a695d4005192c1a5c4361,319036,mid,2,mm,mid|2|mm,56
0x53fef1b21643ab41545046be961264d24e4c6003,543851,mid,2,mm,mid|2|mm,69
0x7ee15d7e6577d7b88c3c655a7e12e2d18cf4865b,139939,mid,2,mm,mid|2|mm,60
0x0effe704fd3eba231d15dab804f0b170806005ab,1184111,mid,2,mm,mid|2|mm,23
0x139f3a8c94449343c7a91437369bab3300f98437,1417547,mid,2,no_mm,mid|2|no_mm,37
0x5090905d89c7c22edf34de297631a2c938c1e17d,287095,mid,2,no_mm,mid|2|no_mm,67
0x21c23b76ff78471a22ff62cd5c0be649b5161fa7,591099,mid,2,no_mm,mid|2|no_mm,28
0x05c47beed53eb8b3fc14538f881d0941cbbe05a1,525239,mid,2,no_mm,mid|2|no_mm,74
0x4b174ab239eb7c231f2d671df47ce6160e170564,280992,mid,2,no_mm,mid|2|no_mm,82
0x7d3ae24ce5b0a88ba388a3786feebdcd698fd254,1743479,mid,2,no_mm,mid|2|no_mm,39
0xdc065ab7a3b7ebecbdaa1293df388b854516b438,345246,mid,2,no_mm,mid|2|no_mm,70
0x67b70cd9e2926f901f55ac2d34d0652be975cd4e,147044,mid,2,no_mm,mid|2|no_mm,37
0x4b91734e98725ced8b9689e327ba76822fbae2fd,316159,mid,2,no_mm,mid|2|no_mm,30
0xb05c21cdb8b45ae7c3f7ac0e21c531464af7fac8,957817,mid,2,no_mm,mid|2|no_mm,44
0xb6dfa145d7ad9a4dd1e3c09c71c04d48e5d2e166,618438,mid,2,no_mm,mid|2|no_mm,81
0x18b672b315dadf6f15e3d9ea958f4a172468090d,963573,mid,2,no_mm,mid|2|no_mm,28
0x99526b337aea2ef72f454de80722c98bf216e6f9,248145,mid,2,no_mm,mid|2|no_mm,40
0xc56c2a3e1b86b17dd6c5dc66853a755a98fe03a6,530163,mid,2,no_mm,mid|2|no_mm,74
0x751fc0ebfaf6f1d5d2ffe772afa8ef05f54a4746,11361,mid,2,no_mm,mid|2|no_mm,55
0x706cf4cc963e13ff6add75d3475da00a27c8a565,378226,mid,2,no_mm,mid|2|no_mm,37
0x7fce4822ad5d17259e05aae42cc3f1d8e9ed9cf8,198119,mid,2,no_mm,mid|2|no_mm,35
0x296c2d4daaef7b105ea4482a842e1cc882583547,184408,mid,2,no_mm,mid|2|no_mm,41
0x102c1a4928a8d122aa72d89bbe67ef05ce2146fe,88041,mid,2,no_mm,mid|2|no_mm,30
0x569094fd670a30a29489769024f89312464692ba,319753,mid,3,mm,mid|3|mm,23
0xbae46cac7ba1d2020ce680f35530dbb7d3bdd0aa,565384,mid,3,no_mm,mid|3|no_mm,20
0xfc4d576b1bed3712d4cbae43274937c5a8b12471,1671109,mid,4,no_mm,mid|4|no_mm,16
