target_address,target_exgraph_node_id,target_is_x_matched,in_structural_support,in_ig_support,persona_full_asof_kmeans,persona_trajectory_kmeans,community_id,community_size,is_boundary,I_behavior,I_network,I_network_novol,I_predictive,I_predictive_new,I_information,I_information_active,I_temporal,score_recency,cp_new_rate_30d,active_span_days_90d,deg_und,wdeg_und,pagerank,kcore,betweenness,bridge_score,evt_cnt_90d,rank_B_act,rank_B_new,rank_C_struct,rank_C_novol,rank_A_vol,rank_A_beh,rank_D_ig_cp,rank_D_ig_act,rank_hybrid_pred_vol,rank_temporal,rank_random,top100_B_act,top100_C_struct,top100_D_ig_cp,top100_A_vol,votes_BCA_top100,votes_BCDA_top100,top1000_B_act,top1000_C_struct,top1000_D_ig_cp,top1000_A_vol,votes_BCA_top1000,votes_BCDA_top1000,lbl_evt,lbl_cp,lbl_new
0x0f8176c597aa2136b54bca3f10e098c668fa2ccb,20551,1,1,0,5,1,0.0,2450.0,False,0.9532416204980975,0.9829213435910372,0.9931054777819818,6.131617025346399,5.149366961246585,,,0.9102071045970485,90.0,1.2601941747572816,89,32.0,86.0,0.0006112034777685,5.0,0.0084550917710863,0.067640734168691,4294,11,10,49.0,32.0,21,16,,,11,127,5250,1.0,1.0,,1.0,3.0,3.0,1.0,1.0,,1.0,3.0,3.0,946,918,251
0x61d0ea212b35721e021f56094603165a92410c19,20471,1,1,1,5,1,0.0,2450.0,False,0.959690356044984,0.9206078950687352,0.9123470803379998,6.034752373495916,4.375173420337808,1.787322776903722,0.0214923904298912,0.9430248426432755,90.0,2.7578947368421054,89,11.0,56.0,0.0002947192905234,5.0,0.0006454537862149,0.0038727227172899,4147,12,76,330.0,529.0,22,3,69.0,905.0,12,18,1014,1.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,1147,1137,165
0xdb5f98d56f9731d265cd1ed771ecd4abfafc3902,57017,1,1,0,5,1,0.0,2450.0,False,0.9215241394878746,0.9604300668432336,0.9742296212216756,6.009028885149543,4.581784013920081,,,0.9307328941635955,90.0,1.886178861788618,89,15.0,56.0,0.0003749735285706,4.0,0.0031910082372818,0.0159550411864093,2367,13,47,122.0,136.0,73,213,,,30,43,17215,1.0,0.0,,1.0,2.0,2.0,1.0,1.0,,1.0,3.0,3.0,501,485,153
0x3fbe2fd902d278e3f05575149505f998445ea4b0,140763,1,1,0,5,1,0.0,2450.0,False,0.9406020799010292,0.991802244923698,0.9915920460755876,5.913594754418338,5.359379955185982,,,0.7961684055439401,90.0,0.539553752535497,89,18.0,196.0,0.0010333354235583,5.0,0.0057204616366794,0.040043231456756,7550,14,4,18.0,45.0,6,65,,,7,1767,322,1.0,1.0,,1.0,3.0,3.0,1.0,1.0,,1.0,3.0,3.0,425,413,319
0xf3fbb2c0a711529ef9b81fe59a5ef5b8f1e0eb27,8223,1,1,0,5,1,0.0,2450.0,False,0.9531046783993863,0.9380859292891076,0.9517803842434944,5.847796962241654,4.959884727279197,,,0.9169510125348633,90.0,1.3928571428571428,89,14.0,32.0,0.000234330056833,5.0,0.0028897652804828,0.0086692958414486,2256,15,15,234.0,259.0,79,17,,,35,94,15480,1.0,0.0,,1.0,2.0,2.0,1.0,1.0,,1.0,3.0,3.0,545,524,204
0x5fd2c02689d138547b7b1b9e7d9a309d5a03edcd,9465,1,1,0,5,1,0.0,2450.0,False,0.9560646647763894,0.9920019338294024,0.9968890570479672,5.747242103454259,5.140433555027787,,,0.8721549961455987,90.0,0.9726402188782489,89,47.0,138.0,0.0010275636422357,5.0,0.0171295237206464,0.0856476186032323,4343,16,11,16.0,17.0,20,5,,,13,392,11323,1.0,1.0,,1.0,3.0,3.0,1.0,1.0,,1.0,3.0,3.0,165,152,83
0xc7d0445ac2947760b3dd388b8586adf079972bf3,1554935,1,1,0,5,1,0.0,2450.0,False,0.9307456151019877,0.607663850002102,0.7917560011771135,5.724612539099894,4.839878398411442,,,0.8971505851593021,90.0,1.071651090342679,89,3.0,6.0,0.000136151112056,1.0,0.000469947962341,0.000469947962341,1823,17,22,2642.0,1309.0,119,130,,,57,236,3506,1.0,0.0,,0.0,1.0,1.0,1.0,0.0,,1.0,2.0,2.0,85,83,4
0x1ad42fb475192c8c0a2fc7d0df6fac4f71142c58,15960,1,1,0,5,1,0.0,2450.0,False,0.942779775030647,0.9789801151889688,0.9883549838146888,5.686233923198636,4.654339094635698,,,0.8454342213803612,90.0,0.7611607142857143,89,26.0,82.0,0.0005606131011175,5.0,0.0059596827685714,0.029798413842857,3134,18,35,60.0,59.0,45,56,,,19,740,7348,1.0,1.0,,1.0,3.0,3.0,1.0,1.0,,1.0,3.0,3.0,229,224,83
0x445816ca9bb0146940b802d49ce146787c73b5ca,151432,1,1,0,5,1,0.0,2450.0,False,0.9121257295451182,0.9524004708454198,0.9828057342245764,5.686233923198636,4.87214700612486,,,0.8195564351073505,90.0,0.6445993031358885,89,20.0,42.0,0.0003246504250101,5.0,0.0092980731289448,0.0371922925157795,3494,19,20,157.0,99.0,35,314,,,17,1221,6645,1.0,0.0,,1.0,2.0,2.0,1.0,1.0,,1.0,3.0,3.0,563,533,284
0x8fbdf696fad561cd053793fba5c543274f8449cc,98603,1,1,0,5,1,0.0,2450.0,False,0.9042978447608983,0.66316685584563,0.6010425862866272,5.666022207857897,4.156013155647536,,,0.9047178772058038,90.0,1.1808118081180812,89,4.0,10.0,9.990624653519932e-05,3.0,1.805786685955807e-05,1.805786685955807e-05,1326,20,127,2132.0,2911.0,199,414,,,90,169,15918,1.0,0.0,,0.0,1.0,1.0,1.0,0.0,,1.0,2.0,2.0,15,15,2
0x3fb65feeab83bf60b0d1ffbc4217d2d97a35c8d4,13396,1,1,0,5,1,0.0,2450.0,False,0.9476731204466012,0.963162651868668,0.9849077227056796,5.658669103157527,4.685427712922873,,,0.8695672175182976,90.0,0.9399477806788512,89,19.0,46.0,0.0003655544845635,5.0,0.0077441050690081,0.0387205253450408,2947,21,33,112.0,81.0,49,30,,,24,429,8428,1.0,0.0,,1.0,2.0,2.0,1.0,1.0,,1.0,3.0,3.0,580,541,247
0x730aba725664974efb753ee72ca789541c733db4,100849,1,1,0,5,1,0.0,2450.0,False,0.94121482648723,0.9901206541388152,0.9983184092151176,5.65326521143362,4.79378464429874,,,0.7610961633905946,90.0,0.41580756013745707,89,55.0,132.0,0.0009431100514027,5.0,0.0277816849851746,0.4445069597627947,4565,22,25,22.0,8.0,16,63,,,14,2764,15426,1.0,1.0,,1.0,3.0,3.0,1.0,1.0,,1.0,3.0,3.0,515,501,335
0x74ac45c146bcaa47a227c87a32860eb8ac3e57c4,73209,1,1,0,5,1,0.0,2450.0,True,0.9482147641199141,0.9575713625089334,0.9511077479295412,5.645214415926855,4.591751841454273,,,0.9100698739122673,90.0,1.2549019607843137,89,13.0,60.0,0.0002571218994697,5.0,0.0018616759192701,0.0093083795963508,1649,23,45,136.0,265.0,139,27,,,66,132,10108,1.0,0.0,,0.0,1.0,1.0,1.0,1.0,,1.0,3.0,3.0,269,260,112
0xf56562a7e747d58e31e9a1043d47ecbe4876c6dd,40602,1,1,0,5,1,0.0,2450.0,False,0.9512550173292752,0.9621431874553328,0.971791314583596,5.625770487837841,4.598335915733087,,,0.9029142739201089,90.0,1.150259067357513,89,18.0,68.0,0.0005033606299745,4.0,0.0029361400216654,0.0088084200649962,2009,24,42,116.0,150.0,110,21,,,56,185,873,1.0,0.0,,0.0,1.0,1.0,1.0,1.0,,1.0,3.0,3.0,479,465,164
0x66194a01a2b741bd6656eb7a5ba923900760676f,98186,1,1,1,5,1,0.0,2450.0,False,0.9198991756050251,0.9481649640559968,0.983772648925884,5.608357542621708,4.95954911864333,1.6388963432588686,0.0166368132682073,0.8114206159381842,90.0,0.602291325695581,89,21.0,42.0,0.0004007551804974,4.0,0.006427285372365,0.02570914148946,2016,25,16,178.0,91.0,108,229,175.0,1339.0,55,1418,6677,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,406,400,232
0x7ef61cacd0c785eacdfe17649d1c5bcba676a858,16272,1,1,1,5,1,0.0,2450.0,False,0.9520763755361363,0.949552276453525,0.970361962416446,5.592548244386465,4.897589089538367,0.7575683152928109,0.0166368132682073,0.7700749710519877,90.0,0.44831338411316646,89,15.0,38.0,0.000251999012138,5.0,0.0048939950860308,0.0391519606882464,3831,26,17,170.0,157.0,27,19,600.0,1341.0,16,2536,13842,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,643,580,291
0x7713bcf7af17efc10fbc0ca7786a1488154cdca9,99457,1,1,0,5,1,0.0,2450.0,False,0.9091192465671772,0.6749485012822131,0.6873922730903436,5.588678411933226,3.423916035372327,,,0.9457498519553577,90.0,3.0264900662251657,89,4.0,10.0,8.469047837749403e-05,3.0,0.0003091698230046,0.0003091698230046,1189,27,470,2009.0,2186.0,247,348,,,114,16,17641,1.0,0.0,,0.0,1.0,1.0,1.0,0.0,,1.0,2.0,2.0,40,34,16
0xeb6bc3940c9fe8d7a90baeb168f64f2fecd9a5ce,206393,1,1,0,5,1,0.0,2450.0,False,0.9431818421182061,0.9282170933703284,0.9505191911548326,5.565674695218759,4.828167742235839,,,0.8446108372716744,90.0,0.7527272727272727,89,13.0,28.0,0.0002583195613287,5.0,0.0019444968039047,0.0077779872156191,3715,28,23,287.0,268.0,30,55,,,18,765,3909,1.0,0.0,,1.0,2.0,2.0,1.0,1.0,,1.0,3.0,3.0,458,437,277
0xf9117ae62fc43605b12b98c527bac262bb517461,47247,1,1,0,5,1,0.0,2450.0,False,0.9336840417522287,0.9455059486274014,0.9774246437129523,5.538663328862053,5.068384504802187,,,0.7606256581856309,90.0,0.41262135922330095,89,13.0,38.0,0.00025543225664,4.0,0.0127916741252031,0.0895417188764222,3373,29,14,189.0,126.0,38,105,,,23,2777,8720,1.0,0.0,,1.0,2.0,2.0,1.0,1.0,,1.0,3.0,3.0,155,151,119
0x01fb51f8a664f0f2b7cf8f6eee89f7c1b7e05ba1,118212,1,0,1,8,1,,,,0.9340760159217164,,,5.5341908703200575,4.752770079457609,1.7954951406710105,0.0214923904298912,0.7590769118859582,90.0,0.4058641975308642,89,,,,,,,2686,30,30,,,56,102,28.0,869.0,29,2818,5587,1.0,,1.0,1.0,2.0,3.0,1.0,,1.0,1.0,2.0,3.0,112,92,45
0xb085030e936a9d564f4f159f390e1bc2b4473804,16351,1,1,0,5,1,0.0,2450.0,False,0.9355713074513027,0.9658426871820742,0.9827636944549544,5.530876335509827,4.792474319559512,,,0.827986320029619,90.0,0.6672297297297297,89,20.0,48.0,0.0003387498530141,5.0,0.0076942154478948,0.0307768617915794,2647,31,26,105.0,102.0,59,94,,,32,1025,828,1.0,0.0,,1.0,2.0,2.0,1.0,1.0,,1.0,3.0,3.0,300,257,162
0xafd1e0562c91a933f4b40154045cee71939e95ea,57257,1,1,0,5,1,0.0,2450.0,False,0.9394442504273853,0.9315592550552824,0.9540084920334636,5.526407309686124,4.787275556926636,,,0.7628213491421287,90.0,0.42209631728045327,89,16.0,38.0,0.0002502440867649,5.0,0.0024099266255883,0.0096397065023533,3502,32,27,270.0,250.0,34,73,,,22,2727,3947,1.0,0.0,,1.0,2.0,2.0,1.0,1.0,,1.0,3.0,3.0,320,312,139
0x56e106c1aa3ba30888a6c6a577ac895bb01111ac,81345,1,1,0,5,1,0.0,2450.0,False,0.9176041944709938,0.9743767604153528,0.9924748812376508,5.4776898730927375,4.5957009790145005,,,0.791737814863864,90.0,0.5178571428571429,89,27.0,92.0,0.0007391662707674,4.0,0.0075260329332173,0.0451561975993039,2417,33,44,75.0,39.0,68,247,,,39,1932,7375,1.0,1.0,,1.0,3.0,3.0,1.0,1.0,,1.0,3.0,3.0,166,143,29
0xe67ac23d6c555e9348c1086ada7e03e3f999c5d6,23086,1,1,0,5,1,1.0,2085.0,False,0.9163144830275407,0.9918127548661032,0.9943666708706436,5.464008351856096,4.4762300644823405,,,0.8220069830498704,90.0,0.6568181818181819,89,21.0,192.0,0.0006469113990326,5.0,0.0080921651871991,0.1456589733695841,3226,34,60,17.0,29.0,44,255,,,26,1139,11837,1.0,1.0,,1.0,3.0,3.0,1.0,1.0,,1.0,3.0,3.0,388,376,245
0x2c402ac1a8a870c3f12daba650a56a714e0b9692,120517,1,1,0,5,1,0.0,2450.0,False,0.9225618559872966,0.915594652541304,0.9389162147391432,5.421014012427934,4.622791799056707,,,0.9108344448703335,90.0,1.2730061349693251,89,12.0,28.0,0.0002439005056798,4.0,0.0020435777938154,0.0040871555876309,2119,35,39,362.0,340.0,94,204,,,53,123,16506,1.0,0.0,,1.0,2.0,2.0,1.0,1.0,,1.0,3.0,3.0,43,42,12
0x7abca3cbc8aa182d10f742f72e2e8bc68c4a8839,58904,1,1,0,5,1,0.0,2450.0,False,0.9444329012547995,0.9745974692058688,0.9880186656577122,5.407841786775228,4.867997988782953,,,0.8450225293260178,90.0,0.7583187390542907,89,24.0,54.0,0.0004357741740637,5.0,0.0071942228343553,0.0503595598404875,2529,36,21,74.0,64.0,63,44,,,37,750,182,1.0,1.0,,1.0,3.0,3.0,1.0,1.0,,1.0,3.0,3.0,256,244,94
0x16c992e55b4f0d8ebf5973daec2ceb882c86fd17,692479,1,1,0,5,1,0.0,2450.0,False,0.9304353177632557,0.9479652751502922,0.9739773826039432,5.393817088923016,4.810378796594219,,,0.7609001195551931,90.0,0.4145234493192133,89,17.0,40.0,0.0002882508007928,5.0,0.0050358961796729,0.0251794808983647,2735,37,24,180.0,139.0,54,131,,,33,2771,4039,1.0,0.0,,1.0,2.0,2.0,1.0,1.0,,1.0,3.0,3.0,281,258,152
0x7fc9435a996e6f07e75c244bd9f345faaf81af8c,35125,1,1,0,5,1,0.0,2450.0,False,0.940007919086198,0.9530625972169672,0.9849077227056796,5.38302338135527,4.895639775138783,,,0.7771325491264451,90.0,0.4801178203240059,89,21.0,54.0,0.0004469892703022,4.0,0.0050843565615511,0.030506139369307,2313,38,18,150.0,82.0,77,72,,,47,2320,6938,1.0,0.0,,1.0,2.0,2.0,1.0,1.0,,1.0,3.0,3.0,457,430,253
0xb32ec9935f9131d7f3d0b3ad1c28ca60f828a395,101277,1,1,0,5,1,2.0,528.0,False,0.965878387976347,0.9364358683314415,0.9521587421700928,5.380872612208856,4.485378084368728,,,0.9014047363875167,90.0,1.1306818181818181,89,13.0,44.0,0.0002933649839777,4.0,0.0014947074602795,0.0089682447616775,2332,39,56,246.0,256.0,75,1,,,45,197,17471,1.0,0.0,,1.0,2.0,2.0,1.0,1.0,,1.0,3.0,3.0,349,342,120
0x6102fb7b72936d10d1029573461cc2409979f49d,42178,1,1,0,5,1,23.0,17.0,False,0.9212489600360847,0.9810715937276664,0.9916761256148316,5.373076979776148,4.489120710084186,,,0.80106950142898,90.0,0.5637583892617449,89,18.0,188.0,0.0006822978768752,4.0,0.0055780151515597,0.0780922121218369,2027,40,55,54.0,44.0,105,218,,,58,1655,7972,1.0,1.0,,0.0,2.0,2.0,1.0,1.0,,1.0,3.0,3.0,402,369,176
0x224e69025a2f705c8f31efb6694398f8fd09ac5c,8688,1,1,0,5,1,1.0,2085.0,False,0.9423131044303453,0.931349056207172,0.912431159877244,5.364808310209503,4.644969399054748,,,0.7592925601049,90.0,0.4071294559099437,89,8.0,98.0,0.0003004501604866,4.0,0.0006037214019772,0.0042260498138409,3876,41,37,273.0,527.0,25,58,,,20,2812,1715,1.0,0.0,,1.0,2.0,2.0,1.0,1.0,,1.0,3.0,3.0,351,276,126
0xac03fcc8ff62b3a3427ea2657cb4b78436c9bc5f,34672,1,1,0,5,1,5.0,226.0,True,0.94142286618277,0.5060011771135494,0.6350107201412536,5.352810511598529,4.45999900508059,,,0.7771717578935254,90.0,0.4804177545691906,89,2.0,4.0,4.930669519517137e-05,2.0,0.0003295989108392,0.0006591978216784,2186,42,63,3787.0,2684.0,87,61,,,52,2318,4072,1.0,0.0,,1.0,2.0,2.0,1.0,0.0,,1.0,2.0,2.0,113,83,49
0x2a0e4ef6c7693ad911ee2d3a289f2707296f633b,36965,1,1,0,5,1,0.0,2450.0,False,0.9088846077278915,0.8886471602135622,0.9173498129230252,5.340200508316756,4.4774470190681965,,,0.7656835891389919,90.0,0.42916666666666664,89,11.0,22.0,0.0001746387148001,5.0,0.0018688156460948,0.0037376312921897,2427,43,57,520.0,488.0,67,352,,,42,2662,3162,1.0,0.0,,1.0,2.0,2.0,1.0,1.0,,1.0,3.0,3.0,330,312,159
0x41a420856b3828462ea555c736caa93ccf022391,60036,1,1,0,5,1,0.0,2450.0,False,0.9213531779933589,0.986463194181696,0.9970992558960776,5.326175671029108,4.752074756132689,,,0.6463075503529233,89.0,0.2605140186915888,88,49.0,122.0,0.0009500806080196,5.0,0.016898514024984,0.118289598174888,3750,44,31,34.0,15.0,29,215,,,25,6159,10372,1.0,1.0,,1.0,3.0,3.0,1.0,1.0,,1.0,3.0,3.0,108,96,34
0xfd2204757ab46355e60251386f823960acccefe7,21023,1,1,0,5,1,0.0,2450.0,False,0.9353820541565862,0.938180518770757,0.9702358431075798,5.3249063247704855,5.122011666056647,,,0.7976191299259119,90.0,0.5463659147869674,89,17.0,36.0,0.0002766877193777,4.0,0.0040981098163743,0.0204905490818715,2415,45,13,233.0,158.0,69,96,,,44,1731,13280,1.0,0.0,,1.0,2.0,2.0,1.0,1.0,,1.0,3.0,3.0,536,518,441
0x8359d5f3d4b678ecbb620c8edfea12dd3e7db497,56053,1,1,0,5,1,0.0,2450.0,False,0.9378145026435919,0.9178858199857064,0.9540084920334636,5.3212865666376725,4.44358150894117,,,0.8202817972983364,90.0,0.647982062780269,89,14.0,30.0,0.0002676136144804,4.0,0.002952848293715,0.0059056965874301,2240,46,66,352.0,249.0,81,80,,,51,1206,5348,1.0,0.0,,1.0,2.0,2.0,1.0,1.0,,1.0,3.0,3.0,238,223,95
0x1a2be848d7958570966cc20b1c521d8945cda8c1,86217,1,1,1,5,1,0.0,2450.0,False,0.9454388415973116,0.919504351116156,0.9559002816664564,5.30116622348284,4.575936702257112,0.7866196328475848,0.0214923904298912,0.7633310631141729,90.0,0.42435424354243545,89,11.0,28.0,0.0002157710690472,4.0,0.0043384235121167,0.0130152705363503,3541,47,48,337.0,237.0,33,40,460.0,880.0,27,2717,14355,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,263,235,157
0xa7fb80b759ea191c19720f531398663b298455fd,94675,1,1,0,5,1,0.0,2450.0,False,0.9317367227418716,0.9353533442636732,0.970572161264556,5.2997975530736126,4.89027547464883,,,0.7420603069730997,90.0,0.33550065019505854,89,16.0,40.0,0.0003130265298907,4.0,0.003458414650572,0.013833658602288,2874,48,19,251.0,156.0,51,122,,,38,3286,9085,1.0,0.0,,1.0,2.0,2.0,1.0,1.0,,1.0,3.0,3.0,169,163,108
0x61fd0d043d519f5a2bd05785000f30db96809429,196056,1,1,0,5,1,0.0,2450.0,False,0.940122955292943,0.8935658132593435,0.898978433598184,5.298592523287197,4.728280283683748,,,0.7914241447272214,90.0,0.5155482815057283,89,10.0,30.0,0.0002145640358728,4.0,0.0009708525334294,0.0019417050668589,3011,49,32,482.0,615.0,47,71,,,36,1940,7261,1.0,0.0,,1.0,2.0,2.0,1.0,1.0,,1.0,3.0,3.0,420,406,312
0x18c6a47aca1c6a237e53ed2fc3a8fb392c97169b,41100,1,1,0,5,1,0.0,2450.0,True,0.9240829144557273,0.757703787783243,0.7462479505612309,5.295102441233004,4.540082674500814,,,0.7287489305493313,90.0,0.2967741935483871,89,5.0,16.0,9.735133000908071e-05,4.0,0.0003276845662093,0.0009830536986281,2073,50,49,1378.0,1684.0,98,188,,,59,3698,3850,1.0,0.0,,1.0,2.0,2.0,1.0,0.0,,1.0,2.0,2.0,308,281,144
0x40a47a0beabb373ffe090c9233eb4126dbaba882,51269,1,1,1,5,1,0.0,2450.0,False,0.9576078377058098,0.956583427922815,0.9815025013662924,5.290421967054769,4.625496340125138,1.6388963432588686,0.0202146761620016,0.8973956399535541,90.0,1.0769230769230769,89,20.0,48.0,0.0003807079376041,4.0,0.0051211728892766,0.0256058644463833,2590,51,38,139.0,108.0,60,4,172.0,1003.0,43,234,8383,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,529,496,292
0x2f2fc34e798a5884efb4022c8caa402baf94c35f,22600,1,1,0,5,1,2.0,528.0,False,0.9290072941966969,0.9612183125236474,0.9913398074578552,5.288339121176511,4.60431655529559,,,0.726984536030717,90.0,0.2890855457227139,89,22.0,74.0,0.0004671505652498,4.0,0.0082136446813624,0.1067773808577122,3585,52,40,121.0,49.0,32,145,,,28,3752,10242,1.0,0.0,,1.0,2.0,2.0,1.0,1.0,,1.0,3.0,3.0,218,197,111
0xa39d385628bd00438f8a9ba4050a25a0210f84eb,290296,1,1,0,5,1,0.0,2450.0,False,0.9344930507536151,0.9252637995543784,0.9677975364695,5.285134837786457,4.33442360690023,,,0.8646465172497174,90.0,0.8962962962962963,89,15.0,30.0,0.0002041277649095,5.0,0.0383098920516712,0.1915494602583564,1809,53,85,304.0,172.0,120,98,,,70,486,13009,1.0,0.0,,0.0,1.0,1.0,1.0,1.0,,1.0,3.0,3.0,384,357,136
0x92e9b91aa2171694d740e7066f787739ca1af9de,15633,1,1,1,5,1,1.0,2085.0,False,0.942751400737374,0.9783284987598267,0.9876403077311136,5.284631108033209,4.58752030681035,1.798891625166417,0.0272125901147014,0.8448656942576965,90.0,0.7564102564102564,89,17.0,160.0,0.0005155481758882,4.0,0.0044676370303804,0.0625469184253268,1590,54,46,63.0,67.0,148,57,1.0,748.0,83,755,16911,1.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,224,203,104
